caso,FILTRO_A,FILTRO_B,FILTRO_C,FILTRO_C2,NSE,NSE2,P1,P2,LIMAS,P3,P4,P5_1,P5_2,P5_3,P5_4,P5_5,P6_1,P6_2,P6_3,P6_4,P6_5,P7_1_1,P7_1_2,P7_1_3,P7_2_1,P7_2_2,P7_2_3,P7_2_4,P7_3_1,P7_3_2,P7_3_3,P7_3_4,P7_4_1,P7_4_2,P7_4_3,P7_5_1,P7_5_2,P7_5_3,P7_5_4,P7_6_1,P7_6_2,P7_6_3,P7_6_4,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P9,P10,P11,P12_1_1,P12_1_2,P12_2_1,P12_2_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2,P14_3,P14_4,P15_1,P15_2,P15_3,P15_4,P15_5,P16_1,P16_2,P16_3,P16_4,P16_5,P16_6,P16_7,P16_8,P16_9,P16_10,P17_1,P17_2,P17_3,P17_4,P17_5,P17_6,P18,NPS_Alkofarma,NPS_Jemfarma,NPS_Erza,NPS_Casa_Grande,NPS_Coderal,NPS_CKF,NPS_Boreal,NPS_Portugal,NPS_Sanakol,NPS_Purol,NPS_Don_Emilio,NPS_Hersil,NPS_Alessi,NPS_NR,P20,P21,P22_1,P23_1,P23_2,P23_3,P24_1_1,P24_1_2,P24_1_3,P24_1_4,P24_2_1,P24_2_2,P24_2_3,P24_2_4,P24_3_1,P24_3_2,P24_3_3,P24_3_4,P24_4_1,P24_4_2,P24_4_3,P24_4_4,P24_5_1,P24_5_2,P24_5_3,P24_5_4,P24_5_5,P24_6_1,P24_6_2,P24_6_3,P24_6_4,P24_7_1,P24_7_2,P24_7_3,P24_7_4,P24_7_5,P24_7_6,P24_8_1,P24_8_2,P24_8_3,P24_8_4,P24_9_1,P24_9_2,P24_9_3,P24_9_4,P24_10_1,P24_10_2,P24_10_3,P24_10_4,P24_11_1,P24_11_2,P24_11_3,P24_11_4,P24_11_5,P24_11_6,P24_12_1,P24_12_2,P24_12_3,P24_12_4,P25,P26_1,P26_2,P26_3,P26_4,P26_5,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P28_1,P28_2,P28_3,P28_4,P28_5,P28_6,P29_1,P29_2,P29_3,P29_4,P29_5,P29_6,P29_7,P29_8,P30_1,P30_2,P30_3,P30_4,P30_5,P30_6,P30_7,P30_8,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P32_1_1,P32_2_1,P32_3_1,P32_3_2,P32_4_1,P32_5_1,P32_6_1,P32_6_2,P32_7_1,P32_7_2,P32_7_3,P32_8_1,P32_NR,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_NR,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_NR,p159v1,vpond,VPOND1,VPOND2
122,2,1,35,3,7,D,2,1,1,3,1,3, , , , ,3, , , , , , , , , , , ,1,2,3, , , , , , , , , , , , ,1,2, , , , ,1,2,5, , , , ,5,18, , , ,10,9,11,3,4,6,13,5,1, , , , ,2,8,1, , , , , , , ,1, , , , , ,1,11, , , , , , , , , , , , , ,8,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , ,8, ,7, , , , , , , ,3, , , ,5, , , , , , , , , , ,2, , , , , , , , , , , ,1000, , , , , , , , ,1, , , , ,134,1,.77289029,.93333333
123,2,1,31,3,6,C2,1,40,1,5,1,3,5, , , ,2, , , , , , , ,1,2, , ,2, , , , , , ,1,2, , , , , , ,1,2, , , , ,2,2,4, , , , ,3, , , , ,7,9,11,1,13,6,2,8,4, , , , ,2,4, , , , , , , , ,4, , , , , ,4, , , ,10, , , , , , , , , , ,16,4,16, , , ,10, , , ,3,6, , ,8, , , ,7, , , ,10, , , , ,10, , , ,10, , , , , ,10, , , ,7, , , ,7, , , ,9, , , , , ,1, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , , , ,6, , , , , , , ,3, , , ,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,4, , , , ,135,1,1.18347052,1.23076923
124,2,1,25,3,6,C2,1,19,4,1,1,1,2,3,5, ,2, , , , ,1,2, ,1,2, , ,2, , , , , , ,2, , , , , , , ,2, , , , , ,2,2,4, , , , ,1,3, , , ,8,10,4,3,13,6,12,5,1, , , , ,19,1, , , , , , , , ,1, , , , , ,1,10, , , , , , , , , , , , , ,2,1,12,7, , ,1,2, , ,1, , , ,1, , , ,9, , , ,1,2, , , ,1,2, , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,2,3, , , ,4, , , , , , , ,4, , , , , , , , ,8, , , , , , , ,5, , , , ,4,7, , , , , , , , ,2, , , ,2, , , , , , , ,1000, , ,1000, , , , , ,1, , ,1, , ,137,1,1.28649606,1.12
125,2,1,34,3,5,C1,2,1,1,2,1,3, , , , ,3, , , , , , , , , , , ,1, , , , , , , , , , , , , , ,1,4, , , , ,4,2,4, , , , ,2,5,8, , ,7,9,10,5,1,4,3,6,12,1, , , ,12,1,34, , , , , , , ,34, , , , , ,14, , , , , , , , , , , , , ,8,12,16,16, , , ,8, , , ,1, , , ,1, , , ,9, , , ,9, , , , ,1,5, , ,5, , , , , ,1, , , ,1,5, , ,9, , , ,9, , , , , ,9, , , ,1,1, , , , ,5, , , , , , , ,5, , , , , , , , , ,5, , , , , , , ,3, , , ,5, , , , , , , , , , ,16, , , , , , , , , , , ,250, , , , , , , , ,2, , , , ,138,1,1.18347052,1.23076923
126,2,1,56,6,5,C1,2,11,2,3,1,1,2,3,5, ,1,2, , , ,1, , ,2, , , ,2, , , , , , ,2, , , , , , , ,1,4, , , , ,1,1,4, , , , ,3,5, , , ,7,9,10,3,6,13,1,2,16, , , , ,8, , , , , , , , , ,8, , , , , ,8, , , , , , , ,10, , , , , , ,16,8,16, , , ,6, , , ,6, , , ,6, , , ,6, , , ,6, , , , ,6, , , ,6, , , , , ,6, , , ,6, , , ,6, , , ,6, , , , , ,6, , , ,2, , , , , ,7, , , , , , , ,7, , , , , , , , , , , ,6, , , , , , , ,5, ,1,2,7, , , ,2,37, , , , , , ,52, , , , ,100,120, , , , ,380, , ,2,1, , , , ,2, , ,139,1,1.29761447,1.11111111
127,2,1,39,4,5,C1,1,32,2,1,1,3, , , , ,2, , , , , , , ,1,2, , ,2, , , , , , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,5, , , , ,7,9,13,10,5,6,1,12,16, , , , ,7,8,12, , , , , , , ,7, , , , , ,12, , , , , , ,8, , , , , , , ,7,12,16, , , ,5, , , ,6, , , ,5, , , ,5, , , ,5, , , , ,6, , , ,6, , , , , ,5, , , ,5,6, , ,5, , , ,5, , , , , ,6, , , ,2, , , , , ,5,7, , , , , , ,5, , , , , , , , , ,7, ,10, , , , , ,3, ,5, ,5,7, , , , , , , , , ,98, , ,38, , , , , , , , ,1100, ,400, , , , , , ,1, ,1, , ,140,1,1.29761447,1.11111111
128,2,1,52,5,7,D,2,1,1,3,1,1,2,3,5, ,2, , , , ,1,2, ,1, , , ,2, , , , , , ,1,2, , , , , , ,2, , , , , ,2,2,5, , , , ,2, , , , ,7,2,9,11,1,5,6,8,18, , , , ,4,8,12, , , , , , , ,4,8, , , , ,4, , , ,9, , , ,10, , , , , , ,8,4,16, , , ,5,6, , ,6, , , ,5, , , ,5, , , ,6, , , , ,6, , , ,6, , , , , ,6, , , ,6, , , ,6, , , ,6, , , , , ,6, , , ,2, , , , , ,4, , , , , , , ,4, , , , , , , , ,7, , , , , , , ,3, , , , ,1,2,5, , , ,7,2, , , ,2, , , , , , , ,100,120, , ,500, , , , ,1,2, , ,10, , , , ,141,1,.77289029,.93333333
129,2,1,28,3,5,C1,2,49,5,3,1,1,2,3, , ,2, , , , ,1, , ,1,6, , ,5,6, , , , , , , , , , , , , ,2,3, , , , ,3,2,4, , , , ,8, , , , ,5,9,12,6,2,13,4,1,4,1,25, , ,1,4,8,12,25,66, , , , ,1,4,8,12,66, ,1,9, , ,8, , , ,10, , , ,10, ,5,4,1,66,6, , ,1,6, , ,6, , , ,1,5,6, ,1, , , ,1,5, , , ,1,6, , ,5,6, , , , ,1,6, , ,1,6, , ,1,5,6, ,1,5,6, , , ,5,6, , ,1,11,18,21,9,23,2,5,7, , , , , ,5,7, , , , , ,7, , ,6, ,10, , ,9, , ,4, ,2, ,3,5,7, , , , , ,2, , ,22, , ,58, , , , , , ,1000, ,1000, ,1000, , , , ,1, ,1, ,1, , ,142,1,1.0297724,1
130,2,1,58,6,3,B1,2,10,3,2,1,3, , , , ,3, , , , , , , , , , , ,1,2, , , , , , , , , , , , , ,12, , , , , ,7,7,5, , , , ,18, , , , ,11,2,12,7,6,3,5,4,1,7,8, , ,1,4,7,8,10,12, , , , ,1,8,10,12, , ,1,11, , , , , , ,9, ,8, ,9, , ,12,1,4,3,4, ,5, , , ,1,6, , ,6, , , ,9, , , ,9, , , , ,1,6, , ,5,6, , , , ,1, , , ,1,6, , ,1,6, , ,1,6, , , , ,1,6, , ,1,1,19, , , ,2,3,5,8, , , , ,5, , , , , , , ,6, ,10, , ,7, ,7,7, ,4, , ,7,3,5, , , , , , ,5, , ,2, , , , , , , , , ,0, ,0, , , , , , ,2, ,2, , , , ,143,1,.89314552,.93333333
131,2,1,25,3,5,C1,2,32,2,1,1,3, , , , ,2, , , , , , , ,1, , , ,2, , , , , , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,2, , , , ,9,7,6,4,8,13,1,3,16, , , , ,7,8, , , , , , , , ,8, , , , , ,8, , , , , , , ,7, , , , , , ,14,16,16, , , ,5, , , ,9, , , ,6, , , ,6, , , ,9, , , , ,9, , , ,6, , , , , ,6, , , ,6, , , ,6, , , ,9, , , , , ,9, , , ,2, , , , , ,1,3,5,6, , , , ,1,3,5,6, , ,5, ,7, ,8,8, , ,5, ,5, ,5,6, , ,1,3,5,6, , ,85, ,8, , ,98,9, , , , , , ,100, ,120, ,1000,120, , , ,1, ,1, ,1,1, , , ,144,1,1.29761447,1.11111111
132,2,1,46,5,2,A2,2,14,1,3,1,3, , , , ,2, , , , , , , ,1,2, , ,1,2, , , , , , , , , , , , , ,2,5, , , , ,2,2,5, , , , ,5,21, , , ,11,5,6,12,2,4,1,13,1, , , , ,1,2,10,12, , , , , , ,1, , , , , ,1,10, , , , , , , , , , , , , ,12,1,16, , , ,9, , , ,1,6, , ,5, , , ,1,5, , ,7, , , , ,7, , , ,7, , , , , ,5,6, , ,6, , , ,6, , , ,1,5,6, , , ,6,7, , ,2, , , , , ,1,4,5,7, , , , ,4,7, , , , ,5, , ,7,10, ,10, ,5, , ,4,4, ,4, ,4,5,7, , , , , , , ,2,2, , ,105, , , , , , , ,120,1000, ,1000, , , , , ,2,1, ,5, , ,145,1,.71410697,.86666667
133,2,1,35,3,7,D,2,35,3,3,1,3, , , , ,2,3, , , , , , ,1, , , ,1,2, , , , , , , , , , , , , ,1,6, , , , ,1,1,5, , , , ,2,7, , , ,2,7,9,11,12,13,4,3,34,4, , , ,4,34, , , , , , , , ,34, , , , , ,34, , , , , , , , , , , , , ,11,4,34,16, , , ,7, , , ,7, , , ,7, , , ,8, , , ,10, , , , ,7, , , ,9, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,7, , , , , , , ,3, , , ,5, , , , , , , , , , ,16, , , , , , , , , , , ,250, , , , , , , , ,2, , , , ,147,1,.84059992,.86363636
134,2,1,60,6,4,B2,2,36,1,2,1,2,3,5, , ,2, , , , , , , ,1,2, , ,8,16, , , , , , , , , ,1,2,5,6,2,8, , , , ,2,2,4, , , , ,9, , , , ,9,1,3,4,10,13,8,6,4,1,7,8,10,1,4,7,8,10, , , , , ,1,4, , , , ,4,11, , ,10, , , , , , , , , ,9,1,1,16, , , ,1,5,6,7,6,7, , ,1,6, , ,1,5,6, ,1,6, , , ,1,6,7, ,6, , , , , ,9, , , ,1,6,7, ,1,6,7, ,6, , , , , ,1,6, , ,1,1, , , , ,1,2,4,5,8, , , ,5, , , , , ,3,5, ,5,7, , ,5,3,4, ,4,3, , ,5,4,5, , , , , , , , ,98,98, , , , , , , , , , ,0,0, , , , , , , ,Menos de un dedo,2, , , , ,148,1,.84784707,1.05555556
135,2,1,50,5,5,C1,1,10,3,2,1,3,4, , , ,4, , , , , , , , , , , ,1, , , ,1, , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,6, , , , ,7,6,5,1,4,13,12,2,16, , , , ,4,12,70, , , , , , , ,12,70, , , , ,70, , , , , , , , , , , ,8, ,9,12,12,16, , , ,7, , , ,10, , , ,8, , , ,7, , , ,7, , , , ,7, , , ,7, , , , , ,10, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,2, , , , , ,4,5,7, , , , , ,4,5,7, , , , , , ,7,7, ,10, , , , ,5,5, ,3, ,5,7, , , , , , , , , ,98, , ,100, , , , , , , , ,0, ,0, , , , , , ,2, ,1, , ,149,1,1.09246215,1.03703704
136,2,1,29,3,7,D,2,42,4,3,1,2,3, , , ,2, , , , , , , ,1, , , ,2, , , , , , , , , , , , , , ,6, , , , , ,6,6,4, , , , ,6,11, , , ,5,9,4,10,2,1,13,8,40,4,7, , ,4,7,8,40, , , , , , ,4,7,40, , , ,40, , , ,8, , ,7, , , , , , ,10,4,40,16, , , ,5,7, , ,5,6, , ,5, , , ,5,7, , ,7, , , , ,7, , , ,5,7, , , , ,5,7, , ,7, , , ,5,7, , ,5, , , , , ,5, , , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,6, , , , , , , ,5, , , ,5, , , , , , , , , , ,25, , , , , , , , , , , ,900, , , , , , , , ,1, , , , ,150,1,.77236257,.85
137,2,1,43,4,3,B1,2,33,4,3,1,2,3, , , ,2, , , , , , , ,1,3, , ,2, , , , , , , , , , , , , , ,2,3,8, , , ,3,3,5, , , , ,2,18,22, , ,7,2,9,10,1,5,8,13,4,7, , , ,4,7, , , , , , , , ,4,7, , , , ,4, , , ,11, , ,8, , , , , , , ,7,4,16, , , ,5,7, , ,5,7, , ,5,7, , ,7, , , ,9, , , , ,5,7, , ,9, , , , , ,7, , , ,7, , , ,5,7, , ,7, , , , , ,7, , , ,2, , , , , ,1,5,8, , , , , ,5, , , , , ,2,3, , ,5, , ,5,2,2, , ,2, , ,3,1,5,8, , , ,8, , , , ,25, , , , , ,37, ,100, , , ,900, , ,120, ,1, , , ,3, , ,1, ,151,1,1.99097395,1.4
138,2,1,21,2,4,B2,2,37,2,3,1,2,3, , , ,2, , , , , , , ,1,2,3,6,3,7, , , , , , , , , , , , , ,2,3, , , , ,2,2,5, , , , ,1,12,20, , ,3,9,11,5,6,4,13,2,7,1,8, , ,1,7,8, , , , , , , ,1,7,8, , , ,7,8, , , , , ,8,8, , , , , , ,1,7,16, , , ,1,5,6, ,1,5,6, ,5, , , ,8, , , ,8, , , , ,1,5,6, ,5, , , , , ,10, , , ,5, , , ,1,5,6, ,6, , , , , ,6, , , ,1,1, , , , ,3,4,5,7, , , , ,4,5, , , , , , ,7,6,7, ,5, , , ,6,5,5, ,5, ,3,4,5,7, , , , ,8, ,2,2, , ,24, , , , , , ,120,1000,250, ,360, , , , ,1,1,1, ,1, , ,152,1,.81815058,.71428571
139,2,1,21,2,3,B1,2,36,1,3,1,1,2,3,5, ,3, , , , ,6, , ,1,14, , ,1,2,3, , , , , , , , ,1,2,3,5,2,5, , , , ,2,2,5, , , , ,5, , , , ,9,5,1,11,3,12,6,4,20,31, , , ,1,7,8,12,31,20, , , , ,1,8,31, , , ,31,10, , , , , , ,7, , , , , ,11,1,31,12,6, , ,1,5, , ,1,6, , ,1,5, , ,6, , , ,5, , , , ,1,5,6, ,1,6, , , , ,1, , , ,1,6, , ,1,5,6, ,1,6, , , , ,1,6, , ,1,1,11, , , ,1,3,4,5,8, , , ,5, , , , , ,5, ,7,7,7, , ,5,5, ,5,3,3, , ,5,1,5,8, , , ,16, , , , ,82, , , , , ,134, ,0, , , ,0, , ,0, ,La mitad del frasco, , , ,Un dedo de la botella, , ,Botella entera, ,154,1,.84784707,1.05555556
140,2,1,39,4,4,B2,2,32,2,3,1,3, , , , ,1,2,5, , ,1,2, ,1,2, , ,1,2, , , , , ,2, , , , , , , ,1,4, , , , ,4,4,4, , , , ,2,16, , , ,3,5,9,7,13,4,6,2,20, , , , ,8,10,12,20, , , , , , ,10, , , , , ,10, , , , , , , , , ,9, , , , ,12,16,16, , , ,6, , , ,5, , , ,7, , , ,5, , , ,7, , , , ,7, , , ,5, , , , , ,7, , , ,7, , , ,7, , , ,7, , , , , ,7, , , ,2, , , , , ,4,7, , , , , , ,4,7, , , , , , , ,7, , ,5, , , , ,5, , ,4, ,4,7, , , , , , , , ,11, , , ,52, , , , , , , ,1000, , ,380, , , , , ,2, , ,2, , ,155,1,.81815058,.71428571
141,2,1,53,5,5,C1,2,35,3,3,1,1,2,3, , ,1,2, , , ,1, , ,1,2, , ,1,3, , , , , , , , , , , , , ,2, , , , , ,2,2,5, , , , ,18, , , , ,11,2,9,5,6,4,1,8,17,4,31, , ,1,3,4,7,8,10,12,31,17, ,1,4,7,12,31, ,31,8, , ,9, , ,9, , , , ,9, ,10,4,31,16, , , ,1,3,5,8,1,5, , ,1,5, , ,1,5, , ,5, , , , ,5, , , ,5,6, , , , ,10, , , ,1,5, , ,1,3,5,6,1,3,5,6, , ,1,6, , ,1,11,1, , , ,1,3,4,5,7, , , ,1,4,7, , , ,3, ,5,4,4, ,4, ,2, ,5,3,5, ,3, ,1,3,4,5,7, ,2, ,2, ,2,82, , ,64,117, , , ,0, ,0,0,0, ,0, , ,1, ,1,1,1, ,3, , ,156,1,1.09246215,1.03703704
142,2,1,48,5,1,A1,1,30,1,1,1,1,2,3, , ,2, , , , ,1,2, ,1,2, , ,1,3, , , , , , , , , , , , , ,1,2,4,5,6, ,1,1,4, , , , ,9,11, , , ,2,9,10,11,6,5,1,4,4,1,7, , ,1,4,5,7,10,13, , , , ,4,7,13, , , ,4, , , ,11, , ,10, , , , , ,7, ,7,4,16, , , ,1,3,4,6,5,7, , ,5,7, , ,7, , , ,5,7, , , ,7, , , ,1,5, , , , ,7, , , ,7, , , ,5, , , ,5, , , , , ,1,5,7, ,1,1, , , , ,5,7, , , , , , ,5,7, , , , , , , , ,6, ,6, , , , , ,3, ,4, ,5,7, , , , , , , , , ,25, , ,55, , , , , , , , ,900, ,500, , , , , , ,2, ,1, , ,157,1,.71410697,.86666667
143,2,1,41,4,5,C1,2,17,3,3,1,1,2,4, , ,2, , , , ,1,2, ,1,2,5, , , , , ,1,16, , , , , , , , , ,1,2,6,8, , ,1,1,5, , , , ,6,10, , , ,5,7,9,10,6,3,8,2,4,7, , , ,1,4,7,8, , , , , , ,4, , , , , ,4, , , ,11, , , , , , , , , , ,7,4,16, , , ,5, , , ,1, , , ,1,5, , ,5, , , ,5, , , , ,5, , , ,5, , , , , ,10, , , ,1,5,6, ,1,5, , ,1,5, , , , ,5, , , ,1,1, , , , ,1,3,5, , , , , ,5, , , , , ,5, ,7, ,7, , , ,5, ,5, ,3, , , ,5,7, , , , , , , , , ,25, , ,120, , , , , , , , ,900, ,0, , , , , , ,1, ,1, , ,158,1,1.09246215,1.03703704
144,2,1,35,3,7,D,2,32,2,3,1,2,3,5, , ,3, , , , , , , ,1, , , ,1,2, , , , , ,1,2,5,6, , , , ,1,6, , , , ,1,1,5, , , , ,9, , , , ,2,3,11,12,1,6,13,8,17, , , , ,4,7,8,17,61, , , , , ,4,61, , , , ,61, , , ,9, , , , , , , , , ,11,4,58,13,7, , ,5,7, , ,5,7, , ,1,5,6, ,1,5, , ,5, , , , ,1,6, , ,1,5,6, , , ,1,6, , ,1,6, , ,1,6, , ,1,5,6, , , ,1,5,6, ,1,1, , , , ,3,5,7, , , , , ,5, , , , , , , , , ,5, ,8, , , ,8, ,4, ,6, ,5, , , , , , , , , , ,98, , , , , , , , , , , ,0, , , , , , , , ,1, , , , ,159,1,.94332407,.95454545
145,2,1,48,5,3,B1,2,22,1,2,1,1,2,3,5, ,1,2,3, , ,2,3, ,1,2,3,5,2,3, , , , , ,2, , , , , , , ,1,2,4, , , ,2,2,3, , ,1,4, , , , , ,7,9,10,3,2,13,4,1,16, , , , ,1,12, , , , , , , , ,1, , , , , ,1,8, , , , , , , , , , , , , ,16,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,9, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1, , , , ,1,3,5,6,7, , , ,5,7, , , , ,4, ,9, ,9,5,6, ,5, ,9, ,5,5,4, ,1,5,6,7, , ,5, , , , ,2,22, ,109, , , , ,100, , , ,250,30,1000, , ,1, , , ,1,1,2, , ,160,1,.84784707,1.05555556
146,2,1,60,6,2,A2,2,30,3,3,1,1,2,3, , ,1,2, , , ,1, , ,1,2, , ,2,3, , , , , , , , , , , , , ,2,3,4,5, , ,2,2,4, , , , ,7,9,10, , ,2,1,7,9,6,4,12,5,4,8,9, , ,4,7,8,9,10,12,60, , , ,4,8,9,12,60, ,4, , , ,10, , , ,7,8, , ,7, ,6,12,4,13,7, , ,10, , , ,6,7, , ,6,7, , ,7, , , ,6,7, , , ,7, , , ,10, , , , , ,5,6,7, ,6,7, , ,7, , , ,5,7, , , , ,6, , , ,1,98, , , , ,1,3,5, , , , , ,1,3,5, , , ,5, ,5, ,5, , , ,3, ,5, ,3, , , ,1,3,5, , , ,5, ,8, , ,98, , , , , , , ,100, ,1000, ,1000, , , , ,1, ,1, ,1, , , , ,161,1,.71410697,.86666667
147,2,1,41,4,4,B2,2,36,1,3,1,2,3,5, , ,3, , , , , , , ,1,14, , ,16, , , , , , , , , , ,1,14, , ,2,5, , , , ,2,2,5, , , , ,11,18, , , ,9,5,4,3,13,8,2,1,1,52, , , ,1,4,7,8,9,10,12,13,52, ,1,8,10,12,13, ,1,10, , , , , , ,10, ,8, ,7,7, ,8,1,13,4, , ,1,2,5,6,1,5,6, ,1,2,5,6,1, , , ,1,2,6, , ,1,5,6, ,5,6, , , , ,5,6, , ,1, , , ,1,6, , ,1,2,5,6, , ,1,6, , ,1,1, , , , ,4,5, , , , , , ,4,5, , , , , , , ,6,6, , , , , , ,4,2, , , ,4,5, , , , , , , , ,2,2, , , , , , , , , , ,0,0, , , , , , , ,1,1, , , , ,162,1,.84784707,1.05555556
148,2,1,60,6,5,C1,1,16,1,2,1,3,4, , , ,3,4, , , , , , , , , , ,1, , , ,1, , , , , , , , , , ,1, , , , , ,1,1,4, , , , ,2, , , , ,1,10,7,9,5,8,13,6,16, , , , ,59, , , , , , , , , ,59, , , , , ,16, , , , , , , , , , , , , ,8, ,16,16, , , ,9, , , ,9, , , ,9, , , ,9, , , ,9, , , , ,9, , , ,9, , , , , ,9, , , ,9, , , ,9, , , ,9, , , , , ,9, , , ,2, , , , , ,5, , , , , , , ,5, , , , , , , , , ,6, , , , , , , ,5, , , ,5, , , , , , , , , , ,98, , , , , , , , , , , ,120, , , , , , , , ,1, , , , ,163,1,1.18347052,1.23076923
149,2,1,29,3,6,C2,2,10,3,2,1,3, , , , ,1, , , , ,1, , , , , , ,1,2, , , , , , , , , , , , , ,1,3, , , , ,1,1,5, , , , ,9,18, , , ,11,5,3,6,13,1,2,8,1,12, , , ,1,12, , , , , , , , ,1, , , , , ,1,11, , , , , , , , , , , , , ,12,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,1, , , , ,1, , , ,1, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1, , , , ,3,5, , , , , , ,5, , , , , , , ,6, ,6, , , , , ,6, ,5, , , ,3,5, , , , , , ,79, , ,2, , , , , , , , , ,0, ,0, , , , , , ,1, ,1, , , , ,164,1,1.09246215,1.03703704
150,2,1,41,4,3,B1,2,5,1,1,1,2,5,7, , ,2, , , , , , , ,1, , , , , , , , , , ,2, , , ,1,2, , ,1,11, , , , ,1,1,4, , , , ,5,12, , , ,7,9,11,10,4,2,13,8,32, , , , ,4,7,8,32, , , , , , ,4, , , , , ,4, , , ,9, , , , , , , , , , ,7,4,16, , , ,6, , , ,6, , , ,3, , , ,1,5, , ,5,6, , , ,3,6, , ,3,5,6, , , ,8, , , ,3,5,6, ,3,5,6, ,8, , , , , ,3,6, , ,1,1, , , , ,1,4, , , , , , ,4, , , , , ,6, , ,6, , , , ,3, , ,5, , , , ,1,4, , , , ,8, , , ,98, , , , , , , , ,100, , ,3500, , , , , ,1, , ,1, , , , , ,165,1,.84784707,1.05555556
151,2,1,44,4,4,B2,2,1,1,1,1,1,2,3,4,5,1,2,3,4,5,1, , ,1,2, , ,3, , , ,1, , ,2, , , , , , , ,1,2, , , , ,1,2,4, , , , ,3,16, , , ,4,13,9,5,1,6,3,8,1,8, , , ,1,8,10,12, , , , , , ,1,12, , , , ,1,10, , , , , , , , , , ,10, , ,12,1,16, , , ,1, , , ,1, , , ,1, , , ,1, , , ,10, , , , ,1, , , ,6, , , , , ,1, , , ,1, , , ,1, , , ,1, , , , , ,1, , , ,1,1,11,3, , ,1,5,7, , , , , ,5,7, , , , ,5, , , ,6, ,10, ,4, , , ,4, ,4, ,1,5,7, , , ,13, , , , ,2, , ,104, , , , ,100, , , ,1000, ,1000, , ,10, , , ,1, ,1, , ,166,1,.84784707,1.05555556
152,2,1,29,3,5,C1,1,10,3,2,1,3, , , , ,4, , , , , , , , , , , ,1,2, , ,1, , , , , , , , , , ,1,5, , , , ,5,5,4, , , , ,18, , , , ,3,11,5,12,1,4,13,9,16, , , , ,1,7,12, , , , , , , ,1,7,12, , , ,1,10, , , , , ,10, , , , ,9, , ,7,1,16, , , ,1, , , ,1, , , ,1,5, , ,1,5, , ,1,5, , , ,1,5, , ,1, , , , , ,1,5, , ,1,5, , ,1,5, , ,1,5, , , , ,1, , , ,1,1, , , , ,5,7, , , , , , ,5,7, , , , , , , , ,6, ,6, , , , , ,5, ,4, ,5,7, , , , , , , , , ,2, , ,24, , , , , , , , ,0, ,0, , , , , , ,1, ,1, , ,167,1,1.09246215,1.03703704
153,2,1,31,3,7,D,2,32,2,3,1,2,3, , , ,2,3, , , , , , ,1, , , ,1,2,3, , , , , , , , , , , , ,1,2, , , , ,2,2,5, , , , ,1,7,9,10, ,10,9,2,5,1,6,3,8,1,7, , , ,4,7,1, , , , , , , ,1,4, , , , ,1,11, , ,8, , , , , , , , , , ,4,1,7,3,7, ,1,7, , ,1, , , ,10, , , ,1,7, , ,1,7, , , ,1, , , ,5,6, , , , ,1, , , ,1, , , ,1,6,7, ,1,6, , , , ,6, , , ,1,1, , , , ,3,4,5, , , , , ,3,5, , , , , , ,6,5,5, , , , , ,5,3,3, , , ,3,5, , , , , , ,98, , ,79, , , , , , , , , ,0, ,120, , , , , , ,1, ,1, , , , ,168,1,.94332407,.95454545
